지번주소,도로명주소,사업장명,좌표정보(X),좌표정보(Y),문화체육업종명
서울특별시 성동구 하왕십리동 946-15 성동빌딩,"서울특별시 성동구 왕십리로 363, 성동빌딩 401호 (하왕십리동)",찬스짐 PT,202551.746419407    ,451297.350453921    ,체력단련장업
서울특별시 성동구 성수동1가 656-945,"서울특별시 성동구 왕십리로14길 30-3, 2층 (성수동1가)",3GYM,204110.871919281    ,449569.58557396     ,체력단련장업
서울특별시 성동구 금호동2가 494 동원빌딩,"서울특별시 성동구 금호산길 61, 동원빌딩 301호 (금호동2가)",와츠핏(What's fit),201632.950717916    ,450154.454196936    ,체력단련장업
서울특별시 성동구 성수동2가 314-5 S TOWER,"서울특별시 성동구 아차산로 92, S TOWER B102호 (성수동2가)",F45,204727.717640785    ,449179.325706437    ,체력단련장업
서울특별시 성동구 마장동 773-3 제일은행,"서울특별시 성동구 마장로 291, 제일은행 2층 (마장동)",굿타임 PT,203634.617985753    ,451514.279419561    ,체력단련장업
서울특별시 성동구 성수동1가 656-24 도하빌딩,"서울특별시 성동구 성수일로1길 3, 도하빌딩 B1층 (성수동1가)",짐타운,204168.067371728    ,448794.964171013    ,체력단련장업
서울특별시 성동구 행당동 317-189,"서울특별시 성동구 행당로17길 1-57, B1층 (행당동)",리피티 재활PT 왕십리점,202852.41894167     ,450725.975767259    ,체력단련장업
서울특별시 성동구 금호동2가 449-1,"서울특별시 성동구 금호로 151, 3층 (금호동2가)",동핏,201708.144077028    ,450225.624411764    ,체력단련장업
서울특별시 성동구 홍익동 90 성종보습학원,"서울특별시 성동구 마장로 191, 성종보습학원 3층 (홍익동)",프로 짐,202667.541270047    ,451621.974133376    ,체력단련장업
서울특별시 성동구 금호동2가 1215 금호자이1차,"서울특별시 성동구 금호로 117, B218호 (금호동2가, 금호자이1차)",더컨디셔닝,201914.222823422    ,450063.478301322    ,체력단련장업
서울특별시 성동구 금호동1가 125-1,"서울특별시 성동구 행당로 1, B03호 (금호동1가)",H GYM PT & GT 신금호4호점,201725.507829035    ,450286.306169786    ,체력단련장업
서울특별시 성동구 성수동2가 300-65 현진빌딩,"서울특별시 성동구 아차산로 91, 현진빌딩 7층 (성수동2가)",케이큐 라인 PT,204744.808759887    ,449227.219539688    ,체력단련장업
서울특별시 성동구 성수동2가 308-4 서울숲코오롱디지털타워,"서울특별시 성동구 성수일로4길 25, 서울숲코오롱디지털타워 B104호 (성수동2가)",라이프짐,204522.096092445    ,448925.421926728    ,체력단련장업
서울특별시 동대문구 용두동 249-7 보금빌딩,"서울특별시 동대문구 무학로23길 8, 보금빌딩 지하1층 (용두동)",꿀핏휘트니스,202585.321083655    ,452257.142941486    ,체력단련장업
서울특별시 동대문구 이문동 255-282 지하1층,"서울특별시 동대문구 이문로 184, 지하1층 (이문동)",머슬걸,205430.982295222    ,455612.996762285    ,체력단련장업
서울특별시 동대문구 회기동 45-70 지하1층,"서울특별시 동대문구 회기로 153, 지하1층 (회기동)",핏레이즈,204654.573004397    ,454325.523963367    ,체력단련장업
서울특별시 동대문구 장안동 94-27 장안동 마루하우스,"서울특별시 동대문구 한천로46길 42, 2층 (장안동)",휴메이크휘트니스 장안프리미엄점,206176.178625746    ,453248.09724644     ,체력단련장업
서울특별시 동대문구 제기동 136-351,"서울특별시 동대문구 안암로22길 29-1, 지하1층 (제기동)",프리원핏 고려대점,203123.610986048    ,453927.711538994    ,체력단련장업
서울특별시 동대문구 장안동 93-78,"서울특별시 동대문구 한천로46길 64, 2층 (장안동)",PT&필라테스 in Blue,206287.477164822    ,453248.952213731    ,체력단련장업
서울특별시 동대문구 용두동 210-8,"서울특별시 동대문구 한빛로 52, 지하1층 (용두동)",머슬리짐,202430.919242359    ,452924.633960456    ,체력단련장업
서울특별시 동대문구 용두동 130-24,"서울특별시 동대문구 왕산로 67, 2층 (용두동)",써밋짐,202661.25487153     ,452869.897982511    ,체력단련장업
서울특별시 동대문구 신설동 92-17,"서울특별시 동대문구 하정로 40-3, 지하1층 (신설동)",크로스핏 아띠,202309.844670794    ,452479.338815466    ,체력단련장업
서울특별시 동대문구 장안동 369-2,"서울특별시 동대문구 장한로 129, 지하1층 (장안동)",아나토핏(ANATOFIT),206199.354351212    ,452193.577797234    ,체력단련장업
서울특별시 동대문구 장안동 369-3,"서울특별시 동대문구 장한로25길 2, 9층 (장안동)",필라쉼 장안점,206209.576167034    ,452176.9955595      ,체력단련장업
서울특별시 동대문구 답십리동 498-7 청계G well estates,"서울특별시 동대문구 사가정로 6, 4층 (답십리동, 청계G well estates)",짐토스,204304.861899217    ,451988.139047396    ,체력단련장업
서울특별시 도봉구 쌍문동 210 보성빌딩 5층,"서울특별시 도봉구 해등로 218, 5층 (쌍문동, 보성빌딩)",짐구공 헬스 PT 쌍문점,202781.667220692    ,461754.503883636    ,체력단련장업
서울특별시 도봉구 방학동 654-19,서울특별시 도봉구 도당로 145 (방학동),월드헬스크럽,203683.585701599    ,462769.316035623    ,체력단련장업
서울특별시 도봉구 쌍문동 503-11,"서울특별시 도봉구 삼양로 582, 3층 (쌍문동)",정윤재 헬스클럽,201106.663338126    ,461407.339028603    ,체력단련장업
서울특별시 도봉구 쌍문동 316-1 4층,"서울특별시 도봉구 노해로 174 (쌍문동,4층)",J&S GYM,202411.992261191    ,460822.234059661    ,체력단련장업
서울특별시 도봉구 창동 13-0 유진빌딩 6층,"서울특별시 도봉구 마들로11길 65 (창동,유진빌딩 6층)",아레나 피트니스,204317.264907404    ,461224.014056627    ,체력단련장업
서울특별시 도봉구 창동 75-1,"서울특별시 도봉구 노해로65길 14-3, 4층 (창동)",핏오짐 이마트점,204059.248950074    ,461078.504559119    ,체력단련장업
서울특별시 도봉구 도봉동 648,"서울특별시 도봉구 도봉로180나길 56, 3층 (도봉동)",하이엔드짐,204410.063535981    ,464598.721765819    ,체력단련장업
서울특별시 도봉구 창동 804 대우@상가301호,,대우스포츠센터,203242.968498731    ,460001.081136921    ,체력단련장업
서울특별시 도봉구 방학동 661-39,서울특별시 도봉구 도당로13길 8 (방학동),휴먼휘트니스클럽,203086.122798129    ,462551.251671745    ,체력단련장업
서울특별시 도봉구 도봉동 574-16,서울특별시 도봉구 도봉산3길 50 (도봉동),도봉헬스클럽,203760.176983918    ,464751.482559612    ,체력단련장업
서울특별시 도봉구 도봉동 574-18,서울특별시 도봉구 도봉로181길 60-9  (도봉동),헬스장,203736.871786077    ,464750.227451098    ,체력단련장업
서울특별시 도봉구 방학동 653-5,"서울특별시 도봉구 도봉로 719, 지층 (방학동)",아이언짐 방학점,203719.070066405    ,462926.277853107    ,체력단련장업
서울특별시 도봉구 방학동 283-2 미륭프라자 4층,"서울특별시 도봉구 방학로 196 (방학동, 미륭프라자 4층)",에스짐,202616.381133222    ,462212.968816049    ,체력단련장업
서울특별시 도봉구 쌍문동 261 센터빌딩 4층,"서울특별시 도봉구 시루봉로 64 (쌍문동,센터빌딩 4층)",지엘핏 헬스 & PT 쌍문본점,202416.159454124    ,461571.274602695    ,체력단련장업
서울특별시 도봉구 방학동 718-6 메인프라자 7층,"서울특별시 도봉구 마들로 649-20, 7층 (방학동, 메인프라자)",비타민헬스클럽,203885.511674049    ,462884.624009557    ,체력단련장업
서울특별시 도봉구 쌍문동 358 동주빌딩 지하1,"서울특별시 도봉구 우이천로32길 38 (쌍문동,동주빌딩 지하1)",스마일보이짐 쌍문점,202164.919977603    ,460767.381093697    ,체력단련장업
서울특별시 중구 중림동 200,,삼성M 헬스클럽,196864.942838297    ,450649.69804319     ,체력단련장업
"서울특별시 중구 태평로2가 366-1 팰리스빌딩 3,4층",,디자인휘트니스,197838.506308443    ,451380.770303032    ,체력단련장업
서울특별시 중구 명동2가 2-7,,명동사우나헬스,198660.385412631    ,451251.330448808    ,체력단련장업
서울특별시 중구 명동2가 31-1,,휴레스트웰빙클럽,198619.38819773     ,451135.740279961    ,체력단련장업
서울특별시 중구 남산동2가 6-1,,맨하탄휘트니스,198675.840407982    ,450901.237317642    ,체력단련장업
서울특별시 중구 충무로4가 120-3 진양상가 4층,,메트로휘트니스클럽,199571.599470393    ,451124.851387624    ,체력단련장업
"서울특별시 중구 신당동 152-1 4층,5층",,헬스GXPT스피닝,201792.505387093    ,451365.069314482    ,체력단련장업
서울특별시 중구 남대문로5가 541 지하1층,,웰리스,197620.676444642    ,450361.506112161    ,체력단련장업
서울특별시 중구 의주로1가 25-10,,바비엥 휘트니스클럽,197098.710590401    ,451445.394000661    ,체력단련장업
서울특별시 중구 을지로3가 315-4 을지빌딩 4층,,팜 휘트니스,199207.538777842    ,451529.342819592    ,체력단련장업
서울특별시 중구 회현동1가 204 메사빌딩 13층 1302호,,메사 휘트니스 케어&골프,198129.435542814    ,450900.239718295    ,체력단련장업
서울특별시 중구 의주로1가 202 지하1층,,FRASER PLACE,197249.283866944    ,451147.749970952    ,체력단련장업
서울특별시 중구 장충동2가 26-1 지하1층,,장충헬스클럽,200335.860431937    ,450943.104390493    ,체력단련장업
서울특별시 중구 을지로5가 39-1 삼성파크빌 지하2층,,올포원 휘트니스,200174.995848544    ,451675.501825666    ,체력단련장업
서울특별시 중구 서소문동 47-2 한산빌딩,"서울특별시 중구 서소문로 115, 102~103호,한산빌딩 (서소문동)",주식회사 짐구공 헬스피티 요가이서 시청역점,197591.838492458    ,451245.243387144    ,체력단련장업
서울특별시 중구 충무로1가 25-5 고려대연각타워 지하2층,"서울특별시 중구 퇴계로 97, 고려대연각타워 지하2층 (충무로1가)",명동 바디플렉스짐 헬스&PT 명동본점,198388.365585519    ,450963.241815173    ,체력단련장업
서울특별시 중구 충무로3가 43,,PGA스포렉스,199273.815368546    ,451144.90452668     ,체력단련장업
서울특별시 중구 명동2가 31-1,,(주)이아스피스 명동센터,198619.38819773     ,451135.740279961    ,체력단련장업
서울특별시 중구 태평로2가 70-5 해남빌딩,"서울특별시 중구 세종대로 64, 해남빌딩 2층 210호 (태평로2가)",주식회사 짐구공 24시 헬스 PT 시청점,197876.042588141    ,451080.109295385    ,체력단련장업
"서울특별시 중구 을지로6가 18-35 헬로우APM, 8층","서울특별시 중구 장충단로 253, 헬로우APM (을지로6가)",시그니쳐 GYM,200649.776732085    ,451689.785216541    ,체력단련장업
서울특별시 중구 장충동2가 산 5-5,,Banyan Tree Club&SPA Seoul Fitness club,200193.232424569    ,449809.744684888    ,체력단련장업
서울특별시 성동구 행당동 346 행당 한진타운 종합상가,"서울특별시 성동구 행당로 84, 행당 한진타운 종합상가 4층 406호 (행당동)",스튜디오에이,202511.142930696    ,450401.303715561    ,체력단련장업
서울특별시 성동구 하왕십리동 966-14,"서울특별시 성동구 왕십리로 327, 3층 (하왕십리동)",휘트니스피플 우먼 왕십리역점,202864.365698903    ,451121.94725953     ,체력단련장업
서울특별시 성동구 도선동 257,"서울특별시 성동구 왕십리로 336, B201호 (도선동)",F45,202831.929485459    ,451207.501854738    ,체력단련장업
서울특별시 성동구 하왕십리동 959-2,"서울특별시 성동구 왕십리로 347, 2층 (하왕십리동)",리피티 여성전용 PT 왕십리점,202689.659481846    ,451231.738578721    ,체력단련장업
서울특별시 성동구 하왕십리동 291-10 덕융빌딩,"서울특별시 성동구 청계천로 452, 덕융빌딩 101호 (하왕십리동)",바디텍쳐,202326.598295857    ,451988.812476724    ,체력단련장업
서울특별시 성동구 옥수동 191-3 강변벽산빌라트,"서울특별시 성동구 한림말길 56, 강변벽산빌라트 B02호 (옥수동)",팰리스짐 프리미엄 한남,201462.251313062    ,448744.038108098    ,체력단련장업
서울특별시 성동구 성수동2가 289-10 제강빌딩,"서울특별시 성동구 성수이로 113, 제강빌딩 B1층 (성수동2가)",짐타임 성수역점,204976.652050117    ,449220.696790644    ,체력단련장업
서울특별시 성동구 도선동 256-5,"서울특별시 성동구 왕십리로 332, B1층 (도선동)",셀바디,202861.840908854    ,451192.71121341     ,체력단련장업
서울특별시 성동구 하왕십리동 966-23 금용빌딩,"서울특별시 성동구 무학봉28길 6, 금용빌딩 2층 (하왕십리동)",하이퍼짐(HYPER GYM),202816.594431651    ,451095.674839723    ,체력단련장업
서울특별시 성동구 성수동1가 13-266 서울숲 무지개,"서울특별시 성동구 상원6나길 30, 지하2층 B201호 (성수동1가, 서울숲 무지개)",바디101 헬스피티,204374.779249439    ,449497.303635459    ,체력단련장업
서울특별시 성동구 도선동 285-1 위너스 오피스텔 B201호,"서울특별시 성동구 왕십리로 340, 위너스 오피스텔 B201호 (도선동)",HUTZ,202795.584166507    ,451229.645563358    ,체력단련장업
