지번주소,도로명주소,사업장명,좌표정보(X),좌표정보(Y)
서울특별시 성북구 석관동 340-648,서울특별시 성북구 화랑로32라길 1 (석관동),세영사,205016.909057233    ,456170.406245652    
서울특별시 성북구 안암동3가 135,서울특별시 성북구 안암로9길 30 (안암동3가),삼익세탁소,202128.622281252    ,453287.155232581    
서울특별시 성북구 정릉동 210 동아아파트상가동 105호,"서울특별시 성북구 서경로 31 (정릉동,동아아파트상가동 105호)",동아세탁소,201191.0968169      ,456129.637650794    
서울특별시 성북구 길음동 1279 래미안길음1차 상가동 107호,"서울특별시 성북구 길음로9길 40, 상가동 107호 (길음동,래미안길음1차)",백양세탁,201718.57094684     ,455945.998146142    
서울특별시 성북구 돈암동 15-1 돈암삼성아파트 A상가동 104호,"서울특별시 성북구 동소문로34길 24, A상가동 104호 (돈암동,돈암삼성아파트)",혜성세탁소,201989.271689499    ,455190.095862939    
서울특별시 성북구 하월곡동 222 월곡두산위브아파트 주상가동 228,"서울특별시 성북구 오패산로 46 (하월곡동, 월곡두산위브아파트 주상가동 228)",두산위브세탁소,203318.127254872    ,456078.982123486    
서울특별시 성북구 돈암동 609-1 한진스포츠센타5111호,"서울특별시 성북구 성북로4길 52 (돈암동,한진스포츠센타5111호)",영동세탁소,200841.726990037    ,454721.505180141    
서울특별시 성북구 정릉동 1014 정릉스카이 쌍용아파트 상가동 105호,"서울특별시 성북구 북악산로 828, 상가동 105호 (정릉동,정릉스카이 쌍용아파트)",하늘세탁,201392.203260735    ,455258.853405418    
서울특별시 성북구 석관동 332-269,서울특별시 성북구 돌곶이로5길 6 (석관동),현대세탁,205365.480970131    ,455909.788630994    
서울특별시 성북구 상월곡동 101 동아에코빌상가 103호,"서울특별시 성북구 장월로1길 28 (상월곡동,동아에코빌상가 103호)",에코빌세탁소,203941.399870546    ,456171.049452881    
서울특별시 동대문구 전농동 46-38,"서울특별시 동대문구 사가정로13길 18, 1층 (전농동)",발걸음운동화빨래방,205092.692164731    ,452932.848175422    
서울특별시 동대문구 장안동 373-3,"서울특별시 동대문구 장한로 91, 지상1층 110호 (장안동)",썬앤빌세탁소,206057.985138022    ,451879.220901722    
서울특별시 동대문구 청량리동 235-4,"서울특별시 동대문구 왕산로 225, 1층 24호 (청량리동, 미주상가)",미주세탁소,204089.817117361    ,453314.135663101    
서울특별시 동대문구 용두동 104-3,"서울특별시 동대문구 왕산로 86, 1층 9-1호 (용두동, 동대문푸르지오시티상가)",푸르지오명품세탁,202823.862895668    ,452830.969596842    
서울특별시 동대문구 이문동 264-293,"서울특별시 동대문구 천장산로7길 19, 1층 (이문동)",동양세탁소,204946.439955091    ,455109.282861992    
서울특별시 동대문구 답십리동 1009 힐스테이트 청계 109호,"서울특별시 동대문구 천호대로55길 11, 109호 (답십리동, 힐스테이트 청계)",힐스세탁,204109.204056982    ,452129.760616355    
서울특별시 동대문구 장안동 186-47,"서울특별시 동대문구 한천로18길 11, 1층 (장안동)",무지개세탁소,205649.766438518    ,451860.629398111    
서울특별시 동대문구 답십리동 497-23 청계푸르지오시티,"서울특별시 동대문구 천호대로 257, 오피스텔동 지하1층 101호 (답십리동, 청계푸르지오시티)",푸르지오명품세탁소,204400.365537226    ,451854.716617007    
서울특별시 동대문구 전농동 687 전농동신성미소지움아파트,"서울특별시 동대문구 서울시립대로 75, 102동 104호 (전농동, 전농동신성미소지움아파트)",미소세탁,204216.987721325    ,452891.614235249    
서울특별시 동대문구 제기동 67-14,서울특별시 동대문구 제기로6길 22 (제기동),한양세탁소,202959.854577165    ,453681.035766704    
서울특별시 동대문구 전농동 620-47 청량리역 롯데캐슬 SKY-L65,"서울특별시 동대문구 답십리로 27, 상가2층 218호 (전농동, 청량리역 롯데캐슬 SKY-L65)",롯데 명품 세탁,203917.462724049    ,452951.998520792    
서울특별시 동대문구 전농동 155 전농동삼성아파트,"서울특별시 동대문구 전농로 192, 상가동 155동 1층 101호 (전농동, 전농동삼성아파트)",삼성그린세탁소,204840.97840131     ,453293.408953766    
서울특별시 동대문구 장안동 337-7,"서울특별시 동대문구 답십리로72길 46, 24호 (장안동)",오셀로,206419.497908653    ,451998.324215634    
서울특별시 동대문구 답십리동 542-4,"서울특별시 동대문구 황물로 54, 1층 12호 (답십리동)",한신세탁소,204087.154871782    ,452267.296291974    
서울특별시 동대문구 장안동 167-7 아르테하우스,"서울특별시 동대문구 답십리로66길 72-3, 1층 (장안동, 아르테하우스)",꼬꼬마망,205820.604818438    ,451913.066351847    
서울특별시 동대문구 장안동 381-13,"서울특별시 동대문구 답십리로68길 101-3, 1층 (장안동)",세탁하는 런드리임,205905.33405026     ,451784.782277647    
서울특별시 동대문구 용두동 39-39,"서울특별시 동대문구 왕산로32길 64, 1층 (용두동)",국제세탁소,203539.149581974    ,452696.119930144    
서울특별시 동대문구 용두동 118-123,"서울특별시 동대문구 천호대로17길 51, 1층 (용두동)",슈즈크리닝,202766.006466714    ,452668.153729319    
서울특별시 동대문구 전농동 6 전농우성아파트,"서울특별시 동대문구 사가정로 190, 2층 11,12호 (전농동, 전농우성아파트)",우성세탁소,205668.475124572    ,452777.056578271    
서울특별시 동대문구 장안동 390-1,"서울특별시 동대문구 한천로26길 44, 1층 (장안동)",잉꼬세탁,205949.522967263    ,452094.668448564    
서울특별시 동대문구 용두동 39-112,"서울특별시 동대문구 천호대로35길 25, 1층 (용두동)",백성세탁소,203587.373927542    ,452462.586887788    
서울특별시 동대문구 장안동 431-5 신부파스칼텔,"서울특별시 동대문구 천호대로83길 32, 신부파스칼텔 103호 (장안동)",화이트 세탁소,205692.623594663    ,451246.138464487    
서울특별시 동대문구 청량리동 52-2,"서울특별시 동대문구 왕산로45길 21, 1층 (청량리동)",유미사,204232.967212475    ,453574.746651695    
서울특별시 동대문구 전농동 10 전농 SK아파트,"서울특별시 동대문구 사가정로 148, 부상가동1(139)동 2층 206-1,206-2호 (전농동, 전농 SK아파트)",전농세탁,205271.704936121    ,452706.897879436    
서울특별시 동대문구 답십리동 485-19,"서울특별시 동대문구 천호대로71길 40, 1층 (답십리동)",래미안 세탁,204675.407480932    ,451835.20525093     
서울특별시 동대문구 제기동 1140-5 불로장생타워,"서울특별시 동대문구 왕산로 117, 불로장생타워 7층 4-1호 (제기동)",순환세탁,203155.504921512    ,452914.607542858    
서울특별시 동대문구 전농동 620-60 힐스테이트 청량리 더퍼스트 힐스에비뉴동 1층 112호,"서울특별시 동대문구 답십리로1길 10, 힐스테이트 청량리 더퍼스트 힐스에비뉴동 1층 112호 (전농동)",우정세탁소,203790.874398142    ,452924.63062763     
서울특별시 동대문구 휘경동 34-39 1층,"서울특별시 동대문구 외대역동로 19-4, 1층 (휘경동)",더런드리 쎌프빨래방 휘경점,205867.138259449    ,454312.371406915    
서울특별시 노원구 월계동 18 그랑빌@분산상가 203호,"서울특별시 노원구 마들로 31 (월계동, 그랑빌@분산상가 203호)",그랑빌세탁,205984.15211292     ,457275.799282625    
"서울특별시 노원구 중계동 512 무지개@상가 1층, 제107-5호","서울특별시 노원구 동일로 1280 (중계동, 무지개@상가 1층, 제107-5호)",시영사,205805.621561106    ,460041.339536101    
서울특별시 노원구 월계동 929-107 현대아파트분산상가,"서울특별시 노원구 석계로 49, 107호 (월계동, 현대아파트분산상가)",우리명품세탁소,205455.618698896    ,457358.731978332    
서울특별시 노원구 월계동 68-65,"서울특별시 노원구 석계로8길 6, 1층 좌측호 (월계동)",마마운동화. 이불빨래방,205630.704302372    ,457146.527448307    
서울특별시 노원구 공릉동 386-9,"서울특별시 노원구 동일로192가길 15-5, 1층 (공릉동)",원클리닝,206416.744843609    ,458235.879824601    
서울특별시 노원구 상계동 140-217,"서울특별시 노원구 한글비석로24길 79, 1층 (상계동)",꽃길세탁소,206457.220648257    ,462381.007631042    
서울특별시 노원구 상계동 134-40,"서울특별시 노원구 한글비석로46나길 3, 지층 (상계동)",금호세탁,206060.342934197    ,462701.923026851    
서울특별시 동대문구 장안동 401-4,서울특별시 동대문구 장한로5길 50 (장안동),동화세탁소,205584.744854963    ,451458.590403039    
서울특별시 동대문구 장안동 406-7,"서울특별시 동대문구 한천로6길 47-8, 1층 (장안동)",제일 크리닝,205441.340720444    ,451248.504781763    
서울특별시 동대문구 이문동 64 쌍용아파트,"서울특별시 동대문구 한천로58길 47, 상가동 118호 (이문동, 쌍용아파트)",쌍용,205980.772169045    ,455275.835949587    
서울특별시 동대문구 용두동 118-123,서울특별시 동대문구 천호대로17길 51 (용두동),크린토피아 동대문지사,202766.006466714    ,452668.153729319    
서울특별시 동대문구 장안동 404-1 1층,"서울특별시 동대문구 천호대로77나길 2, 1층 (장안동)",명성세탁소,205492.892849446    ,451417.902622805    
서울특별시 동대문구 휘경동 319-14,서울특별시 동대문구 회기로 182 (휘경동),백조사,204893.060364369    ,454164.506149787    
서울특별시 동대문구 휘경동 115 휘경동양아파트상가 1층 104호,"서울특별시 동대문구 망우로 135, 1층 104호 (휘경동, 휘경동양아파트상가)",동양세탁소,205909.055381455    ,454476.916704252    
서울특별시 동대문구 장안동 329-3 삼성래미안2차아파트 주상가동 107호,"서울특별시 동대문구 장안벚꽃로 167, 주상가동 1층 107호 (장안동, 삼성래미안2차아파트)",래미안크리닝,206590.046202018    ,452410.619464697    
"서울특별시 노원구 월계동 925 대동아파트 상가동 110,111호","서울특별시 노원구 광운로 46, 상가동 1층 110,111호 (월계동, 대동아파트)",대동세탁,205265.683586801    ,457715.946602513    
서울특별시 동대문구 제기동 136-24 1층,"서울특별시 동대문구 안암로20길 13, 1층 (제기동)",스페이스 고,203024.157380589    ,453913.438739252    
서울특별시 노원구 중계동 505 롯데상가,"서울특별시 노원구 섬밭로 263, 롯데상가 1층 4,11호 (중계동)",브랜드특수크리닝,205445.843883297    ,459604.311547098    
서울특별시 노원구 상계동 72-7,"서울특별시 노원구 덕릉로124길 9, 1층 (상계동)",컴퓨터세탁소,207116.336535688    ,463033.853795855    
서울특별시 노원구 상계동 720-6 상계주공6단지아파트,"서울특별시 노원구 노해로 506, 상계주공6단지아파트 바상가동 103호 (상계동)",6단지세탁소,205597.839995289    ,461385.208899462    
서울특별시 노원구 상계동 1116-63,"서울특별시 노원구 동일로242라길 15, 1층 (상계동)",우방,204999.146788879    ,463748.940840095    
서울특별시 노원구 공릉동 742 효성아파트,"서울특별시 노원구 화랑로 556, 상가 101호 (공릉동, 효성아파트)",한샘세탁,207749.307579592    ,457640.840194694    
서울특별시 도봉구 창동 582-8,서울특별시 도봉구 덕릉로57길 52 (창동),백설사,203113.028466822    ,459789.892707166    
서울특별시 노원구 상계동 177-30,서울특별시 노원구 상계로12길 33 (상계동),백조,206046.932665099    ,461591.750941266    
서울특별시 양천구 신월동 425-1,서울특별시 양천구 월정로9길 13 (신월동),벽산세탁소,185770.974793806    ,446981.610020114    
서울특별시 노원구 월계동 469-35,서울특별시 노원구 광운로3길 5 (월계동),광운빨래방,204999.263447645    ,457392.67296113     
서울특별시 성북구 장위동 216-7,서울특별시 성북구 돌곶이로41길 29 (장위동),소문난 세탁,204018.07273984     ,457263.640984959    
서울특별시 노원구 중계동 598 한화꿈에그린아파트,"서울특별시 노원구 중계로8길 29, 상가동 103호 좌측호 (중계동, 한화꿈에그린아파트)",한화세탁소,207281.977032498    ,460554.162063061    
서울특별시 노원구 상계동 456-146,"서울특별시 노원구 한글비석로46가길 41, 1층 중간호 (상계동)",우정세탁소,205819.389633931    ,462580.155326921    
서울특별시 도봉구 쌍문동 490-8,서울특별시 도봉구 우이천로48길 4 (쌍문동),국제사,201347.360601868    ,461481.564743422    
서울특별시 도봉구 쌍문동 111-6,"서울특별시 도봉구 도봉로109길 73, 1층 (쌍문동)",하이얀사,202523.928775161    ,460574.665252213    
서울특별시 도봉구 쌍문동 315-12,서울특별시 도봉구 노해로46길 25 (쌍문동),백광사,202536.979996466    ,460805.660622903    
서울특별시 도봉구 방학동 662-16,서울특별시 도봉구 도당로 67 (방학동),일류사,203006.082849311    ,462421.727195608    
서울특별시 도봉구 방학동 631-5 102호 일부,"서울특별시 도봉구 도당로13다길 30 (방학동, 102호 일부)",미미세탁소,202833.366781047    ,462594.10523192     
서울특별시 도봉구 쌍문동 460-116,서울특별시 도봉구 우이천로38길 44 (쌍문동),백구사,201994.352879963    ,460979.984518063    
